,Hotel Name,Hotel Price,Hotel Bedrooms,Hotel Summery,Hotel Update Date
534, Cottage Gites With PoolBurgundy, From £455 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Cottage: Gites with pool and many extras. for up to 8 persons including children, ID#: 1304 |  Last update: 27-Feb-2022
535," The Farmhouse, Breton cottage in Village centreBrittany", From £425 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," In a quiet residential village center, traditional cottage with lovely commun garden (3 gites) and private outside sitting dining areas to enjoy barbecues during the summer evenings.", ID#: 1274 |  Last update: 19-Jun-2022
536, 'Le Tilleuil' 2 bedroom Gite on CharenteDordogne borderPoitou-Charentes, From £495 /Week," Gite, Bedroom(s): 2, Sleeps: 6"," Le Tilleuil is a pretty, well appointed 3* gite and one half of our 18th century Farmhouse set in the commune of Combiers on the Charente/Dordogne border.", ID#: 1276 |  Last update: 08-Apr-2022
537, Les Petits ChênesBrittany, From £899 /Week," Villa, Bedroom(s): 3, Sleeps: 6"," Longère style Villa, 6/8 beds, in coastal sailing port of La Trinité-sur-Mer, Morbihan, Brittany.Between 'Mer et Terre'", ID#: 1277 |  Last update: 16-Apr-2022
538, La RivaudierePoitou-Charentes, From £500 /Week," Gite, Bedroom(s): 3, Sleeps: 6"," Large house with private pool in Deux SevresPRICE REDUCED 24th September- 1st October was £ 700 NOW £ 500
Price reduction for a couple all season", ID#: 1268 |  Last update: 19-May-2022
539, Ty Penguilly GiteBrittany, From £180 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Ty Penguilly is a beautifully restored stone longere. This detached cottage is in a rural setting. Ty Penguilly is an enchanting detached gite located on the edge of the Parc D’Armorique., ID#: 1271 |  Last update: 24-Oct-2021
540," Roque Terrace, gite for 2 with great viewsAquitaine", From £354 /Week," Gite, Bedroom(s): 1, Sleeps: 2"," Gite with a great view on unesco world heritage: la Roque Saint Christophe, which is lit by night. Private terrace with BBQ, and a firecplace for colder days.", ID#: 1266 |  Last update: 10-Aug-2021
541, Maison CupidonBrittany, From £641 /Week," House, Bedroom(s): 3, Sleeps: 6", A delightful house with a large garden. Maison Cupidon is situated in a peaceful location yet less than 5 minute walk from the centre of the medieval town of Josselin., ID#: 1262 |  Last update: 22-Jun-2022
542, Traditional Stone Gite with private poolBrittany, From £570 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Brécéhan is a traditional stone gite sleeping 8 with a large garden and fenced 11 x 5m pool in quiet countryside near to picturesque Rochefort en Terre., ID#: 1308 |  Last update: 20-May-2022
543, Cottage Gites With PoolBurgundy, From £455 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Cottage: Gites with pool and many extras. for up to 8 persons including children, ID#: 1304 |  Last update: 27-Feb-2022
544," The Farmhouse, Breton cottage in Village centreBrittany", From £425 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," In a quiet residential village center, traditional cottage with lovely commun garden (3 gites) and private outside sitting dining areas to enjoy barbecues during the summer evenings.", ID#: 1274 |  Last update: 19-Jun-2022
545, 'Le Tilleuil' 2 bedroom Gite on CharenteDordogne borderPoitou-Charentes, From £495 /Week," Gite, Bedroom(s): 2, Sleeps: 6"," Le Tilleuil is a pretty, well appointed 3* gite and one half of our 18th century Farmhouse set in the commune of Combiers on the Charente/Dordogne border.", ID#: 1276 |  Last update: 08-Apr-2022
546, Les Petits ChênesBrittany, From £899 /Week," Villa, Bedroom(s): 3, Sleeps: 6"," Longère style Villa, 6/8 beds, in coastal sailing port of La Trinité-sur-Mer, Morbihan, Brittany.Between 'Mer et Terre'", ID#: 1277 |  Last update: 16-Apr-2022
547, La RivaudierePoitou-Charentes, From £500 /Week," Gite, Bedroom(s): 3, Sleeps: 6"," Large house with private pool in Deux SevresPRICE REDUCED 24th September- 1st October was £ 700 NOW £ 500
Price reduction for a couple all season", ID#: 1268 |  Last update: 19-May-2022
548, Ty Penguilly GiteBrittany, From £180 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Ty Penguilly is a beautifully restored stone longere. This detached cottage is in a rural setting. Ty Penguilly is an enchanting detached gite located on the edge of the Parc D’Armorique., ID#: 1271 |  Last update: 24-Oct-2021
549, A luxurious beamed Breton longere set in 3 acresBrittany, From £710 /Week," Farmhouse, Bedroom(s): 5, Sleeps: 11"," The property is situated in a private, tranquil location, with undisturbed views of open countryside, yet only five minutes from shops and restaurants.", ID#: 1272 |  Last update: 30-Jan-2022
550, Maison CupidonBrittany, From £641 /Week," House, Bedroom(s): 3, Sleeps: 6", A delightful house with a large garden. Maison Cupidon is situated in a peaceful location yet less than 5 minute walk from the centre of the medieval town of Josselin., ID#: 1262 |  Last update: 22-Jun-2022
551, Traditional Stone Gite with private poolBrittany, From £570 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Brécéhan is a traditional stone gite sleeping 8 with a large garden and fenced 11 x 5m pool in quiet countryside near to picturesque Rochefort en Terre., ID#: 1308 |  Last update: 20-May-2022
552, Cottage Gites With PoolBurgundy, From £455 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Cottage: Gites with pool and many extras. for up to 8 persons including children, ID#: 1304 |  Last update: 27-Feb-2022
553," The Farmhouse, Breton cottage in Village centreBrittany", From £425 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," In a quiet residential village center, traditional cottage with lovely commun garden (3 gites) and private outside sitting dining areas to enjoy barbecues during the summer evenings.", ID#: 1274 |  Last update: 19-Jun-2022
554, 'Le Tilleuil' 2 bedroom Gite on CharenteDordogne borderPoitou-Charentes, From £495 /Week," Gite, Bedroom(s): 2, Sleeps: 6"," Le Tilleuil is a pretty, well appointed 3* gite and one half of our 18th century Farmhouse set in the commune of Combiers on the Charente/Dordogne border.", ID#: 1276 |  Last update: 08-Apr-2022
555, Les Petits ChênesBrittany, From £899 /Week," Villa, Bedroom(s): 3, Sleeps: 6"," Longère style Villa, 6/8 beds, in coastal sailing port of La Trinité-sur-Mer, Morbihan, Brittany.Between 'Mer et Terre'", ID#: 1277 |  Last update: 16-Apr-2022
556, La RivaudierePoitou-Charentes, From £500 /Week," Gite, Bedroom(s): 3, Sleeps: 6"," Large house with private pool in Deux SevresPRICE REDUCED 24th September- 1st October was £ 700 NOW £ 500
Price reduction for a couple all season", ID#: 1268 |  Last update: 19-May-2022
557, Ty Penguilly GiteBrittany, From £180 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Ty Penguilly is a beautifully restored stone longere. This detached cottage is in a rural setting. Ty Penguilly is an enchanting detached gite located on the edge of the Parc D’Armorique., ID#: 1271 |  Last update: 24-Oct-2021
558, A luxurious beamed Breton longere set in 3 acresBrittany, From £710 /Week," Farmhouse, Bedroom(s): 5, Sleeps: 11"," The property is situated in a private, tranquil location, with undisturbed views of open countryside, yet only five minutes from shops and restaurants.", ID#: 1272 |  Last update: 30-Jan-2022
559, Apartment Les Cristallieres Venosc, From £643 /Week," Apartment, Bedroom(s): 3, Sleeps: 8"," Les Cristallieres apartment is set in beautiful Vénosc. It offers WiFi, a restaurant, as well as a terrace. The apartment has a balcony, 3 bedrooms, a living room and a well-equipped kitchen.", ID#: 1250 |  Last update: 05-Mar-2021
560, Traditional Stone Gite with private poolBrittany, From £570 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Brécéhan is a traditional stone gite sleeping 8 with a large garden and fenced 11 x 5m pool in quiet countryside near to picturesque Rochefort en Terre., ID#: 1308 |  Last update: 20-May-2022
561, Cottage Gites With PoolBurgundy, From £455 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Cottage: Gites with pool and many extras. for up to 8 persons including children, ID#: 1304 |  Last update: 27-Feb-2022
562," The Farmhouse, Breton cottage in Village centreBrittany", From £425 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," In a quiet residential village center, traditional cottage with lovely commun garden (3 gites) and private outside sitting dining areas to enjoy barbecues during the summer evenings.", ID#: 1274 |  Last update: 19-Jun-2022
563, 'Le Tilleuil' 2 bedroom Gite on CharenteDordogne borderPoitou-Charentes, From £495 /Week," Gite, Bedroom(s): 2, Sleeps: 6"," Le Tilleuil is a pretty, well appointed 3* gite and one half of our 18th century Farmhouse set in the commune of Combiers on the Charente/Dordogne border.", ID#: 1276 |  Last update: 08-Apr-2022
564, Les Petits ChênesBrittany, From £899 /Week," Villa, Bedroom(s): 3, Sleeps: 6"," Longère style Villa, 6/8 beds, in coastal sailing port of La Trinité-sur-Mer, Morbihan, Brittany.Between 'Mer et Terre'", ID#: 1277 |  Last update: 16-Apr-2022
565, La RivaudierePoitou-Charentes, From £500 /Week," Gite, Bedroom(s): 3, Sleeps: 6"," Large house with private pool in Deux SevresPRICE REDUCED 24th September- 1st October was £ 700 NOW £ 500
Price reduction for a couple all season", ID#: 1268 |  Last update: 19-May-2022
566, Ty Penguilly GiteBrittany, From £180 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Ty Penguilly is a beautifully restored stone longere. This detached cottage is in a rural setting. Ty Penguilly is an enchanting detached gite located on the edge of the Parc D’Armorique., ID#: 1271 |  Last update: 24-Oct-2021
567, A luxurious beamed Breton longere set in 3 acresBrittany, From £710 /Week," Farmhouse, Bedroom(s): 5, Sleeps: 11"," The property is situated in a private, tranquil location, with undisturbed views of open countryside, yet only five minutes from shops and restaurants.", ID#: 1272 |  Last update: 30-Jan-2022
568, Apartment Les Cristallieres Venosc, From £643 /Week," Apartment, Bedroom(s): 3, Sleeps: 8"," Les Cristallieres apartment is set in beautiful Vénosc. It offers WiFi, a restaurant, as well as a terrace. The apartment has a balcony, 3 bedrooms, a living room and a well-equipped kitchen.", ID#: 1250 |  Last update: 05-Mar-2021
569, Le Bois Coudrais - Mill twoBrittany, From £501 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," The four self catering gites - converted farm buildings, 3 linked, 1 detached, sit to the right of the main property. They are cosy and full of character with beams and exposed stonework.", ID#: 71 |  Last update: 05-Mar-2021
570, Cottage Gites With PoolBurgundy, From £455 /Week," Gite, Bedroom(s): 4, Sleeps: 8", Cottage: Gites with pool and many extras. for up to 8 persons including children, ID#: 1304 |  Last update: 27-Feb-2022
571," The Farmhouse, Breton cottage in Village centreBrittany", From £425 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," In a quiet residential village center, traditional cottage with lovely commun garden (3 gites) and private outside sitting dining areas to enjoy barbecues during the summer evenings.", ID#: 1274 |  Last update: 19-Jun-2022
572, 'Le Tilleuil' 2 bedroom Gite on CharenteDordogne borderPoitou-Charentes, From £495 /Week," Gite, Bedroom(s): 2, Sleeps: 6"," Le Tilleuil is a pretty, well appointed 3* gite and one half of our 18th century Farmhouse set in the commune of Combiers on the Charente/Dordogne border.", ID#: 1276 |  Last update: 08-Apr-2022
573, Les Petits ChênesBrittany, From £899 /Week," Villa, Bedroom(s): 3, Sleeps: 6"," Longère style Villa, 6/8 beds, in coastal sailing port of La Trinité-sur-Mer, Morbihan, Brittany.Between 'Mer et Terre'", ID#: 1277 |  Last update: 16-Apr-2022
574, La RivaudierePoitou-Charentes, From £500 /Week," Gite, Bedroom(s): 3, Sleeps: 6"," Large house with private pool in Deux SevresPRICE REDUCED 24th September- 1st October was £ 700 NOW £ 500
Price reduction for a couple all season", ID#: 1268 |  Last update: 19-May-2022
575, Ty Penguilly GiteBrittany, From £180 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Ty Penguilly is a beautifully restored stone longere. This detached cottage is in a rural setting. Ty Penguilly is an enchanting detached gite located on the edge of the Parc D’Armorique., ID#: 1271 |  Last update: 24-Oct-2021
576, A luxurious beamed Breton longere set in 3 acresBrittany, From £710 /Week," Farmhouse, Bedroom(s): 5, Sleeps: 11"," The property is situated in a private, tranquil location, with undisturbed views of open countryside, yet only five minutes from shops and restaurants.", ID#: 1272 |  Last update: 30-Jan-2022
577, Apartment Les Cristallieres Venosc, From £643 /Week," Apartment, Bedroom(s): 3, Sleeps: 8"," Les Cristallieres apartment is set in beautiful Vénosc. It offers WiFi, a restaurant, as well as a terrace. The apartment has a balcony, 3 bedrooms, a living room and a well-equipped kitchen.", ID#: 1250 |  Last update: 05-Mar-2021
578, Le Bois Coudrais - Mill twoBrittany, From £501 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," The four self catering gites - converted farm buildings, 3 linked, 1 detached, sit to the right of the main property. They are cosy and full of character with beams and exposed stonework.", ID#: 71 |  Last update: 05-Mar-2021
579, Le Bois Coudrais - Mill OneBrittany, From £561 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," The four self catering gites - converted farm buildings, 3 linked, 1 detached, sit to the right of the main property. They are cosy and full of character with beams and exposed stonework.", ID#: 69 |  Last update: 05-Mar-2021
